Attending Coll./Univ. (%),African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,First Language Not English %,English Language Learner %,Students With Disabilities %,High Needs %,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,Students,Students Disciplined,% In-School Suspension,% Out-of-School Suspension,% Expulsion,% Removed to Alternate Setting
83.1,7.4,9.4,13.5,61.2,0.1,0.1,8.4,52.7,47.3,16.9,4.3,19.8,34.7,"      $9,816,394","  $80,003",    123,"          $28,550,305.11","           1,470.3","              $19,418.01","          $31,689,928.11","           1,619.0","              $19,573.77","   1,496",      48,1.7,2.3,0.0,0.0
88.4,1.9,15.3,5.0,74.8,0.2,0.0,2.8,50.3,49.7,10.5,2.4,17.2,23.0,"     $37,560,123","  $81,211",    463,"          $88,382,810.00","           6,169.9","              $14,324.84","          $95,109,234.00","           6,263.2","              $15,185.41","   6,260",      92,0.7,1.0,0.0,0.0
84.2,3.7,11.3,5.6,74.5,0.1,0.2,4.6,49.6,50.4,11.4,4.3,14.2,24.5,"     $23,917,577","  $66,493",    360,"          $60,561,631.70","           5,080.1","              $11,921.35","          $68,448,291.54","           5,231.1","              $13,084.88","   5,358",      98,1.2,0.8,0.0,0.0
87.9,0.7,0.9,4.0,92.1,0.0,0.0,2.3,50.7,49.3,1.9,1.6,17.6,29.2,"     $10,725,833","  $68,799",    156,"          $27,764,093.98","           2,282.1","              $12,166.03","          $29,819,883.62","           2,364.5","              $12,611.50","   2,418",      21,0.7,0.2,0.0,0.0
86.6,2.4,9.7,8.4,76.3,0.5,0.0,2.8,49.2,50.8,16.5,3.5,14.6,24.8,"     $14,049,291","  $76,355",    184,"          $32,524,969.99","           2,569.0","              $12,660.56","          $35,918,502.45","           2,706.6","              $13,270.71","   2,674",      47,0.6,1.4,0.0,0.0
51.5,1.1,0.9,12.0,83.1,0.5,0.0,2.4,55.4,44.6,11.3,1.4,33.6,49.3,"      $8,298,232","  $77,409",    107,"          $19,245,936.00","           1,046.5","              $18,390.77","          $19,264,364.00","           1,048.1","              $18,380.27","   1,068",     106,5.1,6.1,0.0,0.0
58.3,1.8,0.7,6.4,88.7,0.1,0.0,2.3,54.5,45.5,2.1,1.5,27.6,56.2,"      $6,505,576","  $63,407",    103,"          $19,653,583.41","           1,407.1","              $13,967.44","          $23,706,983.66","           1,772.1","              $13,377.90","   1,512",      51,0.5,2.9,0.0,0.0
69.5,4.4,4.5,13.6,71.8,0.2,0.2,5.3,52.6,47.4,14.0,7.7,17.1,41.9,"     $30,332,791","  $76,386",    397,"          $71,282,821.27","           5,785.7","              $12,320.52","          $79,747,260.78","           6,241.4","              $12,777.14","   6,134",     408,2.9,5.2,0.0,0.0
79.1,1.4,3.5,5.5,86.2,0.3,0.0,3.1,49.6,50.4,5.2,2.7,11.2,25.7,"     $12,040,430","  $69,481",    173,"          $29,732,144.00","           2,318.9","              $12,821.66","          $31,953,462.00","           2,392.9","              $13,353.45","   2,417",      65,2.0,1.0,0.0,0.0
87.8,28.3,4.7,5.9,55.9,0.8,0.0,4.3,49.7,50.3,3.4,0.5,14.8,35.2,"      $4,367,245","  $67,547",     65,"           $9,785,048.00",             737.4,"              $13,269.66","          $10,026,884.00",             746.2,"              $13,437.26",     766,      35,0.0,4.6,0.0,0.0
67.2,4.7,2.4,10.9,77.5,0.4,0.4,3.9,51.5,48.5,6.2,3.2,23.7,41.4,"      $8,313,948","  $60,863",    137,"          $21,834,542.00","           1,653.2","              $13,207.44","          $26,371,572.00","           1,946.6","              $13,547.50","   1,734",      52,1.8,1.4,0.0,0.0
74.3,7.4,2.6,8.9,75.7,0.8,0.3,4.5,50.6,49.4,14.7,7.3,16.4,42.1,"     $29,148,135","  $78,757",    370,"          $72,242,394.46","           4,885.5","              $14,787.10","          $82,800,895.32","           5,547.7","              $14,925.27","   5,201",     147,0.7,2.3,0.0,0.0
90.4,6.9,12.1,5.1,71.7,0.1,0.1,4.0,50.3,49.7,11.8,5.5,16.8,28.0,"     $17,509,953","  $79,410",    221,"          $38,302,452.23","           2,532.7","              $15,123.17","          $45,341,396.66","           2,632.2","              $17,225.67","   2,610",      67,1.6,1.4,0.0,0.0
89.9,1.1,1.7,3.5,91.5,0.0,0.2,2.0,51.6,48.4,2.3,0.6,15.5,27.4,"     $10,785,380","  $63,183",    171,"          $27,906,896.91","           2,406.4","              $11,596.95","          $30,568,120.79","           2,557.9","              $11,950.48","   2,430",     100,3.4,1.5,0.0,0.0
67.4,1.8,3.5,2.9,90.2,0.2,0.0,1.4,51.7,48.3,4.5,1.3,16.8,29.5,"     $11,671,237","  $71,691",    163,"          $29,949,725.00","           2,379.2","              $12,588.15","          $32,955,169.00","           2,539.1","              $12,979.07","   2,464",      27,0.1,1.0,0.0,0.0
86.2,3.6,17.4,3.8,69.0,0.1,0.1,6.1,49.6,50.4,19.7,5.3,9.3,20.2,"     $21,190,927","  $85,241",    249,"          $48,719,773.94","           4,190.3","              $11,626.80","          $54,675,498.33","           4,271.8","              $12,799.17","   4,387",      36,0.1,0.8,0.0,0.0
81.9,1.5,2.3,6.0,85.2,0.1,0.4,4.4,51.3,48.7,6.4,2.2,15.3,35.4,"      $8,100,013","  $71,618",    113,"          $22,764,572.69","           1,383.2","              $16,457.90","          $24,238,734.47","           1,492.2","              $16,243.62","   1,386",      29,0.9,1.2,0.0,0.1
82.8,1.5,2.2,1.3,92.4,0.0,0.0,2.7,47.5,52.5,3.6,1.6,17.6,24.7,"      $2,852,696","  $62,286",     46,"           $6,910,202.77",             544.6,"              $12,688.58","           $8,775,932.76",             629.0,"              $13,952.20",     560,      27,3.2,2.0,0.0,0.0
75.8,2.8,2.1,9.4,83.0,0.0,0.1,2.7,51.1,48.9,5.2,2.2,18.7,36.0,"     $21,856,518","  $71,078",    308,"          $53,022,146.61","           4,379.9","              $12,105.79","          $60,313,819.70","           4,597.8","              $13,117.97","   4,659",     135,0.7,2.6,0.0,0.0
76.7,1.9,5.8,3.8,86.0,0.0,0.2,2.3,51.1,48.9,5.7,1.0,17.9,28.2,"     $28,755,591","  $74,345",    387,"          $72,387,742.00","           5,299.9","              $13,658.32","          $81,139,710.00","           5,640.7","              $14,384.69","   5,291",     102,0.0,1.9,0.0,0.0
79.3,0.5,0.6,3.0,94.0,0.0,0.1,1.9,47.6,52.4,1.0,0.2,11.2,18.8,"      $7,160,903","  $75,378",     95,"          $21,307,397.98","           1,169.8","              $18,214.56","          $21,307,397.98","           1,169.8","              $18,214.56","   1,189",      18,0.7,0.9,0.0,0.0
62.6,1.1,1.0,5.0,90.3,0.1,0.0,2.5,50.3,49.7,3.5,2.5,15.5,29.6,"      $8,408,176","  $61,779",    136,"          $21,193,220.00","           1,836.7","              $11,538.75","          $23,613,800.32","           1,934.9","              $12,204.15","   1,850",     111,4.2,3.1,0.0,0.0
63.6,21.2,0.9,8.3,64.4,0.9,0.1,4.2,54.9,45.1,3.6,0.5,23.3,38.8,"      $6,363,564","  $80,551",     79,"          $18,032,830.49",             850.9,"              $21,192.66","          $18,035,980.49",             851.5,"              $21,181.42",     865,      57,0.0,6.6,0.0,0.0
70.0,33.6,8.5,40.9,13.8,0.3,0.2,2.7,52.0,48.0,47.4,29.8,19.5,71.9,"    $381,003,184","  $88,128","  4,323","       $1,083,170,975.05","          56,476.6","              $19,179.11","       $1,241,123,771.51","          64,626.7","              $19,204.50","  58,251","   3,024",0.8,4.8,0.0,0.0
67.5,1.3,1.9,3.3,88.6,0.6,0.0,4.2,52.2,47.8,0.9,0.5,17.1,32.6,"     $11,200,019","  $74,419",    151,"          $29,479,764.34","           2,037.5","              $14,468.60","          $32,814,386.50","           2,224.1","              $14,754.01","   2,100",     138,5.9,3.0,0.0,0.0
87.0,4.9,12.3,4.1,77.4,0.1,0.0,1.2,50.4,49.6,9.7,3.9,21.1,35.0,"     $30,370,434","  $73,535",    413,"          $69,173,106.67","           5,701.4","              $12,132.65","          $75,927,365.72","           5,810.4","              $13,067.49","   5,839",      89,0.0,1.5,0.0,0.0
76.1,3.4,1.4,2.7,88.8,0.0,0.0,3.7,51.5,48.5,2.4,1.8,14.0,24.5,"     $26,985,881","  $82,349",    328,"          $61,310,623.00","           5,386.0","              $11,383.33","          $67,956,106.00","           5,618.1","              $12,095.92","   5,429",     128,1.2,1.3,0.0,0.0
72.2,0.7,1.1,2.2,95.1,0.2,0.0,0.7,29.5,70.5,2.2,0.0,10.5,23.9,"      $2,198,543","  $66,221",     33,"           $8,844,963.84",             446.6,"              $19,805.11","           $8,845,822.34",             446.6,"              $19,807.04",     451,      12,0.2,2.4,0.0,0.0
57.2,3.3,0.6,5.5,87.2,0.5,0.0,2.8,57.5,42.5,3.4,0.2,17.4,32.5,"      $8,434,845","  $80,716",    105,"          $22,989,876.68","           1,279.5","              $17,967.86","          $23,011,976.68","           1,283.9","              $17,923.50","   1,325",     162,10.0,3.2,0.0,0.0
70.6,55.2,2.3,14.9,22.5,0.4,0.2,4.4,51.9,48.1,36.4,20.0,13.6,63.3,"     $91,426,338","  $79,723","  1,147","         $226,106,824.78","          16,745.1","              $13,502.87","         $245,661,441.65","          17,397.6","              $14,120.42","  18,039","   1,448",4.6,5.2,0.0,0.0
80.6,5.9,18.9,10.0,56.3,0.0,0.1,8.8,50.2,49.8,30.1,9.7,16.3,31.9,"     $53,174,888","  $91,507",    581,"         $121,245,291.73","           7,268.6","              $16,680.69","         $126,997,190.73","           7,344.8","              $17,290.76","   7,837",      98,0.7,0.7,0.0,0.0
80.6,28.0,12.4,13.5,39.0,0.4,0.2,6.4,50.5,49.5,28.3,8.2,20.5,46.6,"     $50,658,612","  $78,456",    646,"         $163,097,594.23","           6,364.2","              $25,627.35","         $188,030,670.47","           6,922.4","              $27,162.64","   6,855",     203,1.2,2.2,0.0,0.0
87.7,10.2,9.3,3.6,72.9,0.1,0.2,3.7,49.8,50.2,4.0,1.6,12.9,22.6,"     $18,615,345","  $77,664",    240,"          $42,832,525.00","           3,230.6","              $13,258.38","          $47,410,063.00","           3,317.5","              $14,290.90","   3,409",     109,2.5,1.2,0.0,0.0
40.7,4.9,0.5,9.1,79.1,1.4,0.0,4.9,60.3,39.7,2.5,2.0,26.4,50.7,"      $4,980,425","  $68,981",     72,"          $14,829,946.76",             638.9,"              $23,211.69","          $14,829,946.76",             638.9,"              $23,211.69",     674,      69,4.5,7.3,0.0,0.0
75.8,1.2,0.1,1.0,96.8,0.1,0.2,0.6,51.0,49.0,0.4,0.2,18.7,31.1,"      $8,237,964","  $66,921",    123,"          $22,121,154.64","           1,763.3","              $12,545.32","          $23,722,500.64","           1,812.0","              $13,091.89","   1,705",     102,4.2,3.5,0.0,0.0
85.8,0.9,0.8,3.0,92.6,0.1,0.0,2.6,51.0,49.0,0.6,0.3,13.8,34.1,"      $9,712,824","  $69,081",    141,"          $26,748,351.45","           1,730.1","              $15,460.58","          $27,879,116.25","           1,886.8","              $14,775.87","   1,776",      93,4.2,1.9,0.0,0.0
89.4,1.7,12.1,4.0,80.1,0.1,0.1,1.8,50.9,49.1,9.5,2.6,16.3,24.4,"     $26,559,688","  $73,471",    362,"          $58,094,103.81","           5,066.3","              $11,466.77","          $66,094,946.81","           5,314.6","              $12,436.49","   5,256",      41,0.6,0.2,0.0,0.0
70.2,6.4,1.8,83.0,7.7,0.2,0.0,0.8,52.2,47.8,80.1,24.1,12.5,70.0,"     $27,035,942","  $64,772",    417,"          $77,525,958.49","           6,057.7","              $12,797.92","          $91,345,319.76","           6,659.8","              $13,715.93","   6,909",     211,0.5,2.7,0.0,0.0
71.3,3.2,2.3,34.1,57.5,0.1,0.1,2.7,52.2,47.8,13.4,4.6,18.5,58.4,"     $40,973,099","  $65,358",    627,"         $101,421,646.56","           7,590.9","              $13,360.95","         $106,686,876.63","           7,921.4","              $13,468.18","   8,283",     717,5.4,5.5,0.0,0.0
74.0,3.8,1.7,22.6,70.5,0.1,0.0,1.4,53.0,47.0,21.0,7.7,20.8,47.5,"      $9,314,342","  $66,247",    141,"          $20,667,888.48","           1,895.4","              $10,904.24","          $26,755,982.02","           2,214.5","              $12,082.18","   1,958",     128,4.2,4.1,0.0,0.0
92.9,3.3,1.7,0.9,93.1,0.2,0.0,0.7,51.6,48.4,0.1,0.1,11.5,15.2,"      $9,615,360","  $82,963",    116,"          $21,096,554.70","           1,608.2","              $13,118.12","          $22,714,425.30","           1,632.6","              $13,913.04","   1,623",       6,0.0,0.4,0.0,0.0
81.4,2.0,2.8,5.8,87.1,0.1,0.1,2.1,51.7,48.3,2.5,1.0,16.5,29.5,"     $21,023,540","  $78,183",    269,"          $45,936,852.85","           3,640.3","              $12,618.97","          $51,274,124.73","           3,763.2","              $13,625.14","   3,701",     130,1.2,2.9,0.0,0.0
80.3,2.0,3.1,2.9,89.2,0.3,0.1,2.5,51.5,48.5,5.1,2.7,12.5,29.3,"     $20,097,135","  $73,412",    274,"          $42,374,345.91","           3,726.7","              $11,370.47","          $45,390,911.21","           3,785.5","              $11,990.73","   3,813",      25,0.1,0.6,0.0,0.0
78.9,7.3,3.0,12.2,73.8,0.3,0.0,3.3,52.2,47.8,12.6,5.2,19.1,34.8,"     $17,787,199","  $76,417",    233,"          $42,796,948.44","           2,748.9","              $15,568.75","          $48,261,858.22","           2,854.7","              $16,906.11","   2,871",      57,0.8,1.3,0.0,0.0
70.2,7.5,2.3,9.0,73.3,2.0,0.0,5.9,50.1,49.9,12.8,7.3,16.5,48.1,"     $20,080,993","  $67,658",    297,"          $50,536,019.37","           2,965.3","              $17,042.46","          $58,070,878.04","           3,529.3","              $16,453.94","   3,219",      93,0.5,2.4,0.0,0.0
78.9,1.0,1.2,3.6,92.2,0.0,0.0,2.0,53.4,46.6,1.0,0.1,13.0,22.1,"     $14,914,223","  $67,485",    221,"          $35,329,465.59","           2,980.7","              $11,852.74","          $38,724,507.59","           3,025.2","              $12,800.64","   2,995",      42,0.4,1.1,0.0,0.0
79.2,0.4,1.4,2.0,94.4,0.1,0.2,1.6,49.8,50.2,0.1,0.1,17.4,27.5,"      $6,718,753","  $66,853",    101,"          $16,104,977.08","           1,595.7","              $10,092.73","          $17,552,477.45","           1,667.3","              $10,527.49","   1,571",      19,0.6,0.7,0.0,0.1
90.7,2.1,6.0,2.5,86.5,0.1,0.0,2.9,50.8,49.2,2.8,0.4,16.4,20.0,"      $9,763,574","  $94,698",    103,"          $20,331,254.00","           1,163.1","              $17,480.23","          $21,171,361.00","           1,199.5","              $17,650.16","   1,191",      14,0.3,0.8,0.0,0.0
84.3,4.3,4.6,6.8,82.7,0.1,0.0,1.5,51.7,48.3,3.4,1.0,14.5,30.2,"     $15,116,179","  $70,080",    216,"          $38,347,059.96","           3,793.4","              $10,108.89","          $43,818,165.00","           4,017.3","              $10,907.37","   3,808",      86,0.7,2.0,0.0,0.0
76.6,1.3,1.3,6.1,89.1,0.2,0.2,1.9,50.0,50.0,6.2,1.9,12.5,27.9,"     $18,285,518","  $66,931",    273,"          $43,338,271.84","           4,046.0","              $10,711.39","          $47,165,526.86","           4,138.2","              $11,397.59","   4,111",     214,4.5,1.5,0.0,0.0
89.7,0.2,1.3,1.2,95.2,0.1,0.0,2.1,51.7,48.3,0.4,0.2,13.6,17.0,"     $17,404,817","  $74,411",    234,"          $39,445,558.46","           3,235.8","              $12,190.36","          $41,654,151.45","           3,276.8","              $12,711.84","   3,308",      31,0.3,0.7,0.0,0.0
85.7,2.2,0.5,1.2,93.3,0.3,0.2,2.3,49.9,50.1,0.7,0.3,17.4,27.4,"      $9,839,185","  $72,188",    136,"          $21,416,853.00","           2,290.1","               $9,351.93","          $24,422,782.00","           2,365.9","              $10,322.83","   2,346",      41,0.2,1.6,0.0,0.0
89.7,2.8,4.7,4.6,86.7,0.1,0.1,1.1,50.3,49.7,5.6,2.2,17.5,30.0,"     $14,616,105","  $73,819",    198,"          $33,426,820.33","           2,692.7","              $12,413.87","          $36,980,020.92","           2,776.5","              $13,318.93","   2,727",      42,0.6,1.0,0.0,0.1
77.1,1.7,3.9,8.6,84.3,0.1,0.0,1.4,49.3,50.7,5.2,1.4,17.7,38.6,"      $7,782,569","  $70,494",    110,"          $18,154,240.00","           1,563.9","              $11,608.31","          $22,690,759.98","           1,873.7","              $12,110.14","   1,597",      62,2.8,1.9,0.0,0.0
89.9,4.7,3.0,3.5,85.8,0.2,0.1,2.7,49.8,50.2,3.0,1.1,16.4,24.0,"     $19,580,625","  $73,226",    267,"          $43,026,795.98","           3,820.5","              $11,262.09","          $46,541,936.00","           3,890.8","              $11,962.05","   3,895",      95,1.5,1.3,0.0,0.0
66.5,17.7,4.9,42.1,32.7,0.5,0.1,2.0,51.4,48.6,55.4,14.9,14.7,59.6,"     $39,051,390","  $76,272",    512,"          $83,504,225.00","           6,847.4","              $12,195.03","          $98,198,013.00","           7,486.4","              $13,116.85","   7,682",     673,6.2,4.6,0.0,0.0
78.3,0.9,2.1,5.0,89.4,0.3,0.0,2.4,51.6,48.4,2.9,1.4,14.8,33.4,"      $9,473,021","  $65,648",    144,"          $24,101,870.03","           1,974.1","              $12,209.04","          $26,735,861.25","           2,031.9","              $13,158.06","   2,093",      89,2.6,2.6,0.0,0.0
59.7,7.2,4.5,22.1,59.7,0.2,0.1,6.3,51.2,48.8,19.9,7.8,19.1,66.9,"     $48,085,708","  $66,693",    721,"         $134,530,461.00","          10,269.7","              $13,099.75","         $152,190,789.00","          11,245.0","              $13,534.09","  10,814","   1,043",0.0,9.6,0.0,0.0
75.6,4.4,2.5,4.3,82.3,1.2,0.1,5.2,51.4,48.6,5.2,1.4,19.1,38.3,"     $21,626,176","  $74,830",    289,"          $51,656,234.00","           3,521.9","              $14,667.15","          $57,657,135.67","           3,693.5","              $15,610.43","   3,675",     154,3.5,1.7,0.0,0.0
53.8,5.4,5.7,46.6,35.2,0.0,0.1,7.0,49.9,50.1,31.4,14.6,22.6,66.9,"     $24,850,071","  $70,158",    354,"          $65,841,185.54","           4,920.2","              $13,381.81","          $77,167,786.04","           5,639.6","              $13,683.20","   5,571",     719,9.9,7.0,0.1,0.0
81.6,3.7,3.6,2.6,88.5,0.3,0.1,1.2,52.1,47.9,1.1,0.7,16.3,24.9,"     $16,945,176","  $80,964",    209,"          $37,201,364.22","           2,699.8","              $13,779.30","          $40,518,297.71","           2,835.9","              $14,287.63","   2,781",      34,0.4,0.9,0.0,0.0
73.4,6.4,5.8,24.5,60.0,0.0,0.0,3.2,51.5,48.5,38.8,15.8,23.6,51.9,"     $53,707,778","  $76,040",    706,"         $130,599,673.00","           8,307.8","              $15,720.13","         $152,183,350.00","           8,899.8","              $17,099.64","   8,765",     366,2.5,3.0,0.0,0.0
89.5,1.2,5.0,2.3,89.2,0.2,0.3,1.7,50.7,49.3,4.5,1.2,15.8,22.2,"     $30,206,614","  $73,230",    412,"          $63,469,157.85","           5,732.2","              $11,072.39","          $74,316,919.99","           6,251.6","              $11,887.66","   5,765",     102,1.4,0.6,0.0,0.0
33.6,0.2,0.2,1.3,96.5,0.2,0.0,1.5,63.6,36.4,0.4,0.0,28.7,52.2,"      $3,882,310","  $67,754",     57,"          $12,074,596.20",             499.0,"              $24,197.59","          $12,079,596.20",             500.0,"              $24,159.19",     525,      95,10.5,10.7,0.0,0.0
86.5,1.0,1.0,1.1,95.4,0.2,0.1,1.2,50.8,49.2,0.5,0.1,13.3,24.1,"     $14,126,911","  $74,984",    188,"          $31,756,503.00","           2,950.4","              $10,763.46","          $34,699,035.00","           3,008.6","              $11,533.28","   2,932",      84,1.2,2.0,0.0,0.0
